name,isMunicipality,architecturalTownPlan,accountancyBusinessAdmin,education,engineeringMathematics,fineAppliedArts,socialScienceHumanities,informationTech,lawJurisprudence,massCommunicationDocu,medicalAllied,naturalScience,serviceTrades,higherEducationOthers,agriForestFishVetMed,homeEconomicsHE,maritime,religionTheology,tradeCraftIndustrial,contactCenterServices,animationVisualGraphic,bookKeeping,compHardwareSysServicing,softwareDevProgramming,medicalTranscriptCodeBill,computerSecretarial,accountancyBusinessManagment,humanitiesSocialSciences,scienceTechEngineerMath,generalAcademic,informationCommunicationTech,industrialArts,artsDesignSports,seniorHSOthers,prebaccalaureateMaritime,agriFishery,homeEconomicsSrHs,tvlMaritime,coes,cods,higherEducationInst,technicalVocationInst,schoolsOfferingSrHsInst,occupiedVacant,unoccupied,workInProgress,telcoInfra,internetBandwidth,powerSupply,powerConsumption,transportationAccess,transpoByAir,transpoBySea,transpoByLand,hotelAvailability,hospitalBeds,recreationalTourist,minimumWageNonAgri,monthlyOfficeSpace,gradeA,gradeB,gradeC,monthlyPowerRates,pezaITParksCenters,disasterPreparedness,averageCrimeEfficiency,openInnovation,numberOfStartups,innovationPolicy,numberOfUnicorns,provinceTag,backgroundColor,isCity,province,graduates,officeRealEstate
Basilisa (Rizal),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,0,0,0,8,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1285.49,1218.07,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,305,0,0,0,0,0,0,0,57.3,0,0,0,0,dinagat-islands,#E5729C,TRUE,DINAGAT ISLANDS,54,0
Cagdianao,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,17,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,305,0,0,0,0,0,0,0,57.3,0,0,0,0,dinagat-islands,#E5729C,TRUE,DINAGAT ISLANDS,65,0
Dinagat,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,0,0,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,0,75,TRUE,305,0,0,0,0,0,0,0,57.3,0,0,0,0,dinagat-islands,#E5729C,TRUE,DINAGAT ISLANDS,71,0
Libjo (Albor),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,53,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,0,25,TRUE,305,0,0,0,0,0,0,0,57.3,0,0,0,0,dinagat-islands,#E5729C,TRUE,DINAGAT ISLANDS,78,0
Loreto,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,0,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,0,10,TRUE,305,0,0,0,0,0,0,0,57.3,0,0,0,0,dinagat-islands,#E5729C,TRUE,DINAGAT ISLANDS,57,0
San Jose,TRUE,0,72,65,0,0,42,35,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,54,78,48,0,0,0,0,4,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,305,0,0,0,0,0,0,0,57.3,0,0,0,0,dinagat-islands,#E5729C,TRUE,DINAGAT ISLANDS,444,0
Tubajon,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,TRUE,0,0,0,TRUE,TRUE,TRUE,TRUE,0,24,TRUE,305,0,0,0,0,0,0,0,57.3,0,0,0,0,dinagat-islands,#E5729C,TRUE,DINAGAT ISLANDS,0,0
Alegria,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,79,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,TRUE,0,13270.81,12071.09,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,106,0
Bacuag,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,64,29,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,108,0
Burgos,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,31,0
Claver,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,68,38,62,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,204,0
Dapa,TRUE,0,45,49,0,0,0,19,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,107,21,170,0,0,0,0,0,0,0,0,0,0,1,16,7,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,50,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,463,0
Del Carmen,TRUE,0,7,46,25,0,0,16,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1,16,5,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,10,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,345,0
General Luna,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,18,0
Gigaquit,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,10,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,54,0
Mainit,TRUE,0,49,139,0,0,0,0,0,0,0,0,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,7,0,0,129,0,0,0,0,0,0,0,0,0,0,1,16,6,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,15,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,1430,0
Malimono,TRUE,0,0,34,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,1,16,5,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,10,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,227,0
Pilar,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,25,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,33,0
Placer,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,103,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,30,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,113,0
San Benito,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,0,0
San Francisco (Anao-aon),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,17,54,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,114,0
San Isidro,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,0,0
Santa Monica,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,10,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,25,0
Sison,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,42,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,55,0
Socorro,TRUE,0,58,85,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,81,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,10,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,243,0
Surigao,FALSE,0,414,609,517,0,60,369,0,28,14,0,12,199,0,0,0,0,0,0,0,0,0,0,0,0,228,167,581,615,0,0,51,0,0,0,0,0,0,0,8,16,18,0,0,0,TRUE,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,235,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,3864,0
Tagana-an,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,66,0
Tubod,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,0,67,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.97,0,TRUE,57.3,0,0,0,0,surigao-del-norte,#AB3DA0,TRUE,SURIGAO DEL NORTE,119,0
Barobo,TRUE,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,107,44,71,0,0,0,0,0,0,0,0,0,0,1,12,5,0,0,0,0,0,1117189,9854.4,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,244,0
Bayabas,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,27,0
Bislig ,FALSE,0,120,143,73,0,0,56,0,0,2,0,2,77,18,0,0,0,0,0,0,0,0,0,0,0,202,32,173,394,0,0,0,0,0,0,0,0,0,0,5,12,10,0,0,0,TRUE,0,0,0,TRUE,TRUE,TRUE,TRUE,0,173,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,1292,0
Cagwait,TRUE,0,0,0,27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,71,0,0,0,0,0,0,0,0,0,0,1,12,3,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,42,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,191,0
Cantilan,TRUE,0,194,82,163,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,104,107,81,0,0,0,0,0,0,0,0,0,0,2,12,3,0,0,0,TRUE,0,0,0,TRUE,FALSE,FALSE,TRUE,0,10,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,851,0
Carmen,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,48,0
Carrascal,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,11,34,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,0,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,138,0
Cortes,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,45,32,44,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,10,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,153,0
Hinatuan,TRUE,0,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,19,151,0,0,0,0,0,0,0,0,0,0,1,12,5,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,25,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,309,0
Lanuza,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,62,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,78,0
Lianga,TRUE,0,87,56,0,0,0,47,0,0,0,14,0,0,25,0,0,0,0,0,0,0,0,0,0,0,22,56,12,31,0,0,0,0,0,0,0,0,0,0,1,12,3,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,35,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,350,0
Lingig,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,8,42,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,15,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,79,0
Madrid,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,25,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,39,0
Marihatag,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,20,19,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,25,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,85,0
San Agustin,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,86,32,21,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,156,0
San Miguel,TRUE,0,0,8,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,23,22,18,71,0,0,0,0,0,0,0,0,0,0,1,12,3,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,10,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,172,0
Tagbina,TRUE,0,72,50,0,0,0,55,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,20,92,37,92,0,0,0,0,0,0,0,0,0,0,1,12,7,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,604,0
Tago,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,28,122,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,226,0
Tandag (Capital),FALSE,0,478,171,100,0,140,132,0,0,25,130,32,12,0,0,0,0,0,0,0,0,0,0,0,0,210,295,163,33,0,0,0,0,0,0,0,0,0,0,2,12,3,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,110,TRUE,305,0,0,0,0,9.52,0,TRUE,57.3,0,0,0,0,surigao-del-sur,#C5669E,TRUE,SURIGAO DEL SUR,1921,0
Alfonso,TRUE,0,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,112,0,254,0,0,0,0,0,0,0,0,0,0,1,94,7,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,349,0,400,0,0,13.56,0,TRUE,37.66,0,2,0,0,cavite,#F15A24,TRUE,CAVITE,457,0
Amadeo,TRUE,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,182,40,61,0,0,0,0,0,0,0,0,0,0,1,94,5,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,317,0,30,0,0,9.9,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,321,0
Bacoor,FALSE,0,673,143,18,5,38,214,0,9,29,0,137,72,0,0,0,0,0,0,0,0,0,0,0,0,1447,414,1520,478,0,0,48,0,0,0,0,0,0,0,9,94,41,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,400,0,359.48,0,0,7.9,TRUE,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,5245,0
Carmona,TRUE,0,192,57,55,0,0,182,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,224,120,0,108,0,0,0,0,0,0,0,0,0,0,2,94,5,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,373,0,150,0,0,8.27,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,963,0
Cavite ,FALSE,0,355,85,41,0,21,229,0,10,40,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,559,149,177,0,0,0,29,0,0,0,0,0,0,0,3,94,6,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,373,0,300,0,0,29,TRUE,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,1716,0
Dasmariñas,FALSE,95,1600,381,1008,0,304,615,0,176,736,196,193,255,0,0,191,0,0,0,0,0,0,0,0,0,2681,1777,3313,733,0,0,84,0,0,0,0,0,0,3,18,94,54,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,373,0,333.33,0,0,237.15,TRUE,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,14338,0
General Emilio Aguinaldo,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,61,16,57,0,0,0,0,0,0,0,0,0,0,0,94,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,317,0,250,0,0,8.32,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,143,0
General Mariano Alvarez,TRUE,17,249,31,140,0,29,88,0,5,18,0,24,19,54,0,0,0,0,0,0,0,0,0,0,0,314,218,293,203,0,0,0,0,0,0,0,0,0,0,2,94,10,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,368,0,645.85,0,0,25.8,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,1702,0
General Trias,FALSE,0,881,50,210,122,194,146,0,55,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,286,115,201,194,0,0,0,0,0,0,0,0,0,0,4,94,16,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,373,0,85.63,0,0,10.75,TRUE,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,2678,0
Imus,FALSE,0,771,117,5,0,77,285,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,791,411,917,475,0,0,57,0,0,0,0,0,0,0,7,94,28,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,400,0,455,0,0,9.52,TRUE,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,3928,0
Indang,TRUE,26,926,233,342,2,270,204,0,75,141,14,131,109,204,0,0,0,0,0,0,0,0,0,0,0,59,29,134,103,0,0,0,0,0,0,0,0,1,0,1,94,5,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,358,0,0,0,0,0,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,3002,0
Kawit,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,51,134,215,0,0,0,0,0,0,0,0,0,0,0,94,4,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,368,0,0,0,0,9.1,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,488,0
Magallanes ,TRUE,0,39,6,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,36,34,37,170,0,0,0,0,0,0,0,0,0,0,2,94,4,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,317,0,3000,0,0,7.41,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,334,0
Maragondon,TRUE,0,210,56,138,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,158,76,0,0,0,0,0,0,0,0,0,0,1,94,3,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,333,0,5000,0,0,7.41,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,792,0
Mendez,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,34,0,0,0,0,0,0,0,0,0,0,0,94,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,317,0,3000,0,0,0,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,44,0
Naic,TRUE,0,160,228,0,0,0,182,0,0,0,0,17,100,32,0,0,0,0,0,0,0,0,0,0,0,178,159,183,265,0,0,0,0,0,0,0,0,0,0,3,94,8,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,358,0,90,0,0,0.95,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,1504,0
Noveleta,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,49,26,0,0,0,0,0,0,0,0,0,0,0,94,3,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,333,0,596.43,0,0,9.52,0,TRUE,37.66,0,0,0,0,cavite,#F15A24,TRUE,CAVITE,96,0
